# TESS Object of Interest
# File Created: 2019-10-29
# Sectors: S0001-S0015
# Date of previous TOI list release: 2019-10-17
Source Pipeline,TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,Orbital Epoch Value,Orbital Epoch Uncertainty,Orbital Period Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Edited
spoc,154872375,1135.01,PC,193.395514,85.129473,9.029000,0.006000,1684.151629,0.000660,8.028020,0.000350,4.480524,0.087000,5816.770203,0.330706,14,,4.380000,0.080000,1,1.154150,0.030000,9.001699,0.234870,1011.007289,5962.700000,68.600000,246.909698,75.851420,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:47.742314+00:00
spoc,158002130,1180.01,PC,214.553098,82.194044,10.112000,0.006000,1691.048241,0.002080,9.692137,0.003440,2.823439,0.219000,1555.340000,2.240120,14,followup in progress,4.590000,0.100000,1,0.727165,0.040000,2.847205,0.215869,621.872185,4738.100000,139.300000,35.344800,14.072060,,1,4,1,1,4,4,4,2019-08-27T16:09:25+00:00,2019-10-18 21:39:13.820819+00:00
qlp,158324245,1161.01,KP,286.971198,46.868355,9.567000,0.018000,1683.551070,0.000600,1.763540,0.000060,3.099000,0.064000,3897.570000,0.275580,14,KOI-13 b; Kepler-13A b,,,1,,,,,2084.418202,7986.100000,177.200000,4461.289744,125.000000,,5,5,5,5,5,5,5,2019-08-27T16:09:25+00:00,2019-10-17 00:41:47.782703+00:00
spoc,159510109,1141.01,PC,247.535191,80.307479,8.852000,0.006000,1687.597990,0.000970,16.947643,0.000610,7.563248,0.120000,11684.850177,0.903426,14,Likely 2x period and 2x depth,4.370000,0.080000,1,1.117900,0.030000,13.617156,0.324433,758.609666,5894.700000,90.300000,78.269848,87.021930,,3,4,3,3,4,4,4,2019-08-27T16:09:25+00:00,2019-10-18 21:39:12.016523+00:00
qlp,230088370,1176.01,PC,247.356900,71.505851,10.177000,0.007000,1695.366810,0.001010,13.997630,0.000370,5.961000,0.126000,5410.200000,1.094660,14,Period might not be correct,4.180000,0.090000,1,1.570000,0.040000,12.713200,0.368820,1028.542581,6557.700000,83.300000,264.490517,63.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:26+00:00,2019-10-17 00:41:41.495363+00:00
qlp,233087860,1184.01,PC,272.203949,60.678190,9.947000,0.006000,1684.356030,0.005520,5.749370,0.002550,2.322000,0.991000,773.369000,129.764000,14,L1 planet candidate,4.610000,0.100000,1,0.630000,0.020000,1.939230,0.797195,703.047690,4681.400000,80.500000,57.737788,10.000000,,1,4,1,1,4,4,4,2019-08-27T16:09:26+00:00,2019-10-17 17:29:49.916868+00:00
qlp,258777137,1183.01,PC,286.747399,71.712302,9.948000,0.007000,1686.002780,0.000630,5.929320,0.000220,3.161000,0.219000,8748.170000,1.131200,14,Possible EB; possible secondary; may also be on 1718201850,,,1,,,,,985.746265,5095.600000,1241.500000,223.142124,120.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:27+00:00,2019-10-22 18:11:24.514513+00:00
qlp,287196418,1190.01,PC,292.734124,59.403851,9.805000,0.006000,1684.207620,0.000620,3.694980,0.000170,4.323000,0.066000,6005.460000,0.402222,14,,4.200000,0.080000,1,1.550000,0.080000,13.229800,0.685043,1695.583415,7106.700000,186.500000,1953.429046,29.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-24 18:08:07.666016+00:00
spoc,349827430,1148.01,KP,161.909796,71.655877,7.918000,0.006000,1684.821890,0.000320,5.551110,0.000140,4.315966,0.048000,8593.673655,0.237419,14,KELT 24b,4.160000,0.080000,1,1.548670,0.090000,14.639162,0.871441,1349.773446,6403.900000,184.100000,784.448653,230.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:25+00:00,2019-10-17 00:41:43.506659+00:00
qlp,375542276,1163.01,PC,294.091745,19.639217,9.418000,0.017000,1684.811850,0.001210,3.077650,0.000200,2.265000,0.381000,4191.110000,4.464530,14,,,,1,,,,,1253.112658,9311.300000,708.900000,582.748909,33.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:50.168064+00:00
qlp,458478250,1165.01,KP,232.146636,66.358762,9.767000,0.006000,1683.913830,0.000130,2.255300,0.000020,2.143000,0.053000,18478.100000,0.690260,14,KELT-23 A b,4.500000,0.080000,1,1.000000,0.040000,14.952700,0.574374,1375.695290,5787.000000,109.900000,846.466946,330.000000,,5,5,5,5,5,5,5,2019-08-27T16:09:25+00:00,2019-10-17 00:41:43.514906+00:00
spoc,16740101,1150.01,KP,307.859806,39.938824,7.582000,0.006000,1683.445448,0.001100,1.480990,0.000100,3.847109,0.052000,7194.775522,0.249011,14,KELT 9b,4.110000,0.060000,1,2.287730,,20.200895,,3446.012506,9435.000000,174.100000,33326.399677,150.651870,,5,5,5,5,5,5,5,2019-09-03T15:31:11+00:00,2019-10-17 00:41:41.550333+00:00
qlp,148914726,1179.01,PC,187.055970,67.239983,10.131000,0.006000,1684.681790,0.000830,1.261430,0.000090,1.157000,0.079000,2621.500000,1013.470000,14,,4.570000,0.080000,1,0.780000,0.030000,4.413220,2.748280,1804.000000,4927.900000,85.300000,1759.140000,44.000000,,2,4,2,2,4,4,4,2019-08-27T16:09:23+00:00,2019-10-17 00:41:50.146438+00:00
qlp,198213332,1131.01,PC,248.433591,61.718307,9.287000,0.006000,1684.060210,0.003110,0.586060,0.000130,0.568000,0.184000,395.966000,7.352090,14,,3.670000,0.080000,1,2.070000,0.540000,4.527420,1.342790,2039.000000,5874.000000,859.100000,2870.070000,14.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 18:11:31.394564+00:00
qlp,232967440,1173.01,PC,197.682344,70.768410,10.294000,0.006000,1688.719710,0.000730,7.064560,0.000400,2.730000,0.215000,7697.700000,4.227290,14,,4.440000,0.080000,1,0.910000,0.100000,8.763770,0.940028,929.000000,5429.600000,292.500000,123.927000,88.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:26+00:00,2019-10-17 00:41:47.790331+00:00
qlp,232967666,1167.01,PC,198.153216,71.618127,10.387000,0.006000,1689.114920,0.003530,7.600120,0.003020,2.019000,0.434000,1812.790000,778.406000,14,Period might be 2x,,,1,1.100000,0.140000,5.172090,3.451600,1191.000000,6165.100000,394.300000,334.901000,11.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:25+00:00,2019-10-17 00:41:47.822938+00:00
qlp,320525204,1140.01,PC,264.961445,56.078978,8.858000,0.018000,1686.343380,0.000750,13.733600,0.000260,2.412000,0.107000,3741.590000,237.990000,14,Matched to star of same magnitude 1400770435; check if there really are 2 stars.,,,1,1.370000,0.070000,9.211210,2.377170,430.000000,5941.500000,161.900000,5.720220,50.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:25+00:00,2019-10-17 00:41:40.968445+00:00
qlp,341544930,1182.01,PC,201.614877,65.306264,10.005000,0.006000,1689.791700,0.000950,7.642450,0.000630,2.684000,0.152000,5254.460000,74.201900,14,Likely EB; large candidate,,,1,2.330000,0.180000,18.543800,2.642800,1311.000000,6496.700000,255.100000,491.512000,56.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:26+00:00,2019-10-17 00:41:46.922378+00:00
qlp,459970307,1154.01,PC,254.924105,64.699109,9.319000,0.006000,1686.669800,0.005680,10.871900,0.004880,4.239000,0.628000,524.852000,1.444560,14,L1 candidate; likely 2 x period,4.510000,0.080000,1,0.940000,0.030000,2.376200,0.143043,878.000000,5671.100000,84.000000,99.062400,9.000000,,2,4,1,1,4,4,4,2019-08-27T16:09:26+00:00,2019-10-17 00:41:43.523114+00:00
qlp,229510866,1181.01,PC,297.215873,64.354350,10.079000,0.009000,1684.404080,0.000500,2.103200,0.000070,4.065000,0.084000,6179.390000,0.367304,14,Possibly EB,3.930000,0.080000,1,2.040000,0.070000,17.619400,0.607666,2011.000000,5872.800000,98.700000,2720.260000,195.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:43.531242+00:00
qlp,294176967,1170.01,PC,300.805155,52.040865,10.349000,0.007000,1683.481150,0.003640,0.913970,0.000200,1.955000,0.187000,883.802000,1.265270,14,,3.610000,0.080000,1,3.340000,0.080000,10.907300,0.484489,2933.000000,7875.000000,92.100000,12286.100000,16.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:42.383002+00:00
qlp,359496368,1178.01,PC,279.099635,55.391965,10.136000,0.007000,1685.178550,0.009350,2.665900,0.001960,3.507000,0.406000,589.288000,353.526000,14,Likely stellar variability; shallow transit,4.690000,0.010000,1,0.500000,0.020000,1.342770,1.041780,1207.000000,4043.400000,90.300000,353.396000,12.000000,,2,4,2,2,4,4,4,2019-08-27T16:09:26+00:00,2019-10-17 00:41:46.906256+00:00
qlp,13419950,1162.01,PC,305.289431,41.462290,9.493000,0.018000,1686.375900,0.001700,7.317230,0.000880,3.088000,0.342000,2694.990000,1.957100,14,Matched to 1969293164,,,1,,,,,1948.000000,8730.000000,979.100000,2395.340000,35.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:43.539870+00:00
qlp,16102323,1164.01,PC,307.336601,37.508580,9.330000,0.210000,1686.759920,0.000920,3.208060,0.000210,2.175000,0.078000,8629.480000,2290.690000,14,Could be on neighbor,,,1,,,,,0.000000,,,,44.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:44.787549+00:00
qlp,41330864,1168.01,PC,301.710419,38.431039,10.381000,0.006000,1684.844640,0.000630,2.136000,0.000090,1.740000,0.083000,10663.600000,1632.850000,14,,4.170000,0.090000,1,1.550000,0.040000,17.659600,6.924150,1764.000000,5969.000000,73.500000,1607.760000,50.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:41.559579+00:00
qlp,254113311,1130.01,PC,286.375932,-41.437523,10.143000,0.006000,1657.897860,0.000580,8.350400,0.000400,1.814000,0.123000,14020.200000,20.569100,13,Possible multi,4.520000,0.100000,1,0.690000,0.050000,8.972940,0.759961,,4341.400000,169.100000,,78.000000,,3,4,3,3,4,4,4,2019-08-22T14:42:11+00:00,2019-10-17 00:41:41.739395+00:00
spoc,79748331,1064.01,PC,296.003920,-47.561604,9.928000,0.018000,1656.669627,0.002455,6.441821,0.001290,1.931294,0.481463,1201.255078,112.236240,13,Huge centroid offset; likely background EB,4.520790,2.003480,1,0.801468,0.801468,2.742512,4.052575,,4803.000000,178.000000,,9.312669,,3,4,3,3,4,4,4,2019-08-16T20:20:42+00:00,2019-10-18 21:38:50.490865+00:00
spoc,273985865,1208.01,PC,30.508314,-83.228104,10.535000,0.019000,1327.511076,0.002595,3.423621,0.000045,2.457560,0.727231,451.308185,62.185230,"13, 12, 1",Likely stellar variability,4.561950,0.291123,1,0.865949,0.113855,1.883076,2.347297,,5626.000000,188.000000,,7.536940,,2,4,1,1,4,4,4,2019-08-26T21:36:44+00:00,2019-10-18 21:45:11.817364+00:00
spoc,23434737,1203.01,PC,168.225201,-34.406748,7.968000,0.018000,1553.072254,0.002491,25.492499,0.003554,6.124522,0.349429,589.087132,30.093061,"10, 9",,4.290000,0.080000,1,1.377340,0.126724,3.405757,0.741914,,5742.220000,30.449900,,18.457853,,1,4,1,1,4,4,4,2019-08-26T21:36:04+00:00,2019-10-18 21:41:55.097330+00:00
spoc,30037565,1209.01,PC,73.541328,-70.379287,9.593000,0.018000,1337.093128,0.004930,40.719767,0.001016,4.404476,0.579481,352.290868,35.532970,"13, 12, 11, 10, 9, 8, 7, 5, 6, 4, 3, 2, 1",,3.980000,0.056569,1,1.886920,0.230197,3.655564,1.893087,,5914.000000,40.305100,,9.483230,,2,4,1,1,4,4,4,2019-08-26T21:36:05+00:00,2019-10-18 21:41:59.976715+00:00
spoc,50312495,1211.01,PC,31.177573,-73.127127,9.793000,0.019000,1363.505790,0.003681,14.706994,0.000267,2.525943,0.687299,494.230038,64.865480,"13, 2",transits are close to momentum dumps,3.830000,0.160000,1,1.155410,0.139958,2.673192,2.204995,,5572.900000,104.000000,,8.060967,,2,4,1,1,4,4,4,2019-08-26T21:36:11+00:00,2019-10-18 21:42:22.938894+00:00
spoc,389924075,1212.01,PC,87.874293,-70.991817,10.354000,0.018000,1402.036518,0.035248,105.585089,0.021523,11.606881,1.370779,462.911632,65.684204,"12, 11, 10, 9, 8, 7, 5, 6, 4, 2, 1",low SNR; close to momentum dumps,4.261540,0.112826,1,1.114200,0.163001,2.503333,0.829922,,5909.570000,40.913500,,7.122355,,2,4,1,1,4,4,4,2019-08-26T21:37:16+00:00,2019-10-18 21:47:24.406735+00:00
spoc,399144800,1213.01,PC,163.199962,-67.387811,10.589000,0.018000,1576.188450,0.002091,27.214103,0.003204,3.934660,0.183941,4940.127490,422.996060,"11, 10",Possible EB; V-shaped; crowded field,4.545370,0.423983,1,0.977522,0.190396,8.317461,1.882191,,6270.000000,196.000000,,26.603718,,3,4,3,3,4,4,4,2019-08-26T21:37:16+00:00,2019-10-18 21:47:25.044411+00:00
spoc,451606970,1214.01,PC,285.048563,-84.448251,9.999000,0.019000,1634.549863,0.005418,38.361426,0.007447,4.183006,0.782488,709.057055,83.576750,"13, 12",Possible single transit; first of two transits occurs after momentum dump,3.980000,0.120000,1,1.107220,0.110656,3.009826,1.974095,,5262.400000,76.000000,,8.245595,,2,4,1,1,4,4,4,2019-08-26T21:37:17+00:00,2019-10-18 21:47:34.790214+00:00
spoc,453260209,1215.01,PC,146.879600,-77.296200,9.594000,0.040000,1570.391508,0.001632,1.212615,0.000048,0.875326,0.314787,252.601295,33.236618,"12, 11, 10",Could be high proper motion star,4.757180,0.346969,1,0.518000,0.077000,0.879419,0.991910,,3751.000000,68.000000,,7.929949,,2,4,2,2,4,4,4,2019-08-26T21:37:18+00:00,2019-10-18 21:47:36.747243+00:00
spoc,467666275,1204.01,PC,169.118722,-60.567868,7.977000,0.017000,1569.937570,0.002569,1.381467,0.000117,2.695847,0.486589,125.856739,11.943860,"11, 10",,4.063580,0.321009,1,1.838710,0.207204,2.117847,2.553593,,6711.000000,201.000000,,8.569719,,2,4,2,2,4,4,4,2019-08-26T21:37:19+00:00,2019-10-18 21:47:43.465732+00:00
spoc,141527965,1216.01,PC,87.714149,-75.688886,11.450000,0.017000,1325.420076,0.009025,4.554481,0.000215,7.897643,0.630478,252.970772,30.180315,"13, 12, 11, 10, 9, 8, 7, 5, 4, 3, 2, 1",,4.612090,0.200000,1,0.697402,0.068112,1.186259,0.375472,,4280.000000,171.000000,,7.773143,,2,4,1,1,4,4,4,2019-08-26T21:36:16+00:00,2019-10-18 21:42:54.087549+00:00
spoc,150428703,1225.01,PC,97.166562,-64.596441,11.704000,0.018000,1414.085895,0.004648,13.896181,0.000422,3.540808,0.505301,840.941908,95.095240,"13, 12, 11, 10, 9, 7, 5, 6, 4",Possibly stellar variability,4.671560,0.200000,1,0.743141,0.172020,2.232257,0.988194,,5522.870000,125.000000,,8.853575,,2,4,1,1,4,4,4,2019-08-26T21:36:20+00:00,2019-10-18 21:43:15.106467+00:00
spoc,177115354,1226.01,PC,103.754983,-69.867111,11.488000,0.018000,1438.454980,0.002539,3.928681,0.000089,1.606468,0.776411,588.964913,91.664280,"13, 10, 8, 7, 5, 6",Low SNR,4.525730,0.200000,1,0.911728,0.223823,2.246207,4.493899,,5668.150000,125.000000,,7.925505,,2,4,1,1,4,4,4,2019-08-26T21:36:28+00:00,2019-10-18 21:43:55.990402+00:00
spoc,248092710,1217.01,PC,193.260716,-44.099365,9.630000,0.018000,1574.949373,0.003702,41.464934,0.005171,6.184271,0.460864,915.749780,101.055230,"11, 10",,4.244720,2.008270,1,1.404040,1.404040,4.341518,4.427846,,6354.000000,197.000000,,8.903543,,3,4,3,3,4,4,4,2019-08-26T21:36:38+00:00,2019-10-18 21:44:34.807383+00:00
spoc,287776397,1205.01,PC,127.128374,-74.954842,8.396000,0.020000,1383.268520,0.004804,2.391915,0.000076,8.742245,0.348634,69.458696,10.451157,"13, 12, 11, 10, 6, 3",Likely stellar variability,3.298640,0.341742,1,3.969920,0.620745,3.578900,0.789668,,6090.000000,193.000000,,7.447404,,2,4,1,1,4,4,4,2019-08-26T21:36:48+00:00,2019-10-18 21:45:40.784682+00:00
spoc,294781547,1218.01,PC,71.484017,-68.761864,10.337000,0.018000,1336.645722,0.003722,13.773074,0.000309,2.694643,0.749440,432.863579,53.568233,"13, 12, 11, 10, 9, 8, 7, 6, 4, 3, 2, 1",,4.467370,0.120980,1,1.032660,0.143268,2.182163,2.913641,,5455.960000,48.905200,,7.857995,,2,4,1,1,4,4,4,2019-08-26T21:36:50+00:00,2019-10-18 21:45:50.495611+00:00
spoc,294981566,1219.01,PC,72.332568,-67.368786,10.098000,0.019000,1383.401528,0.003073,1.914522,0.000051,4.888977,0.848848,119.586120,13.626535,"13, 11, 10, 9, 8, 7, 5, 6, 4, 3",Very crowded; possibly BEB,4.185820,0.417147,1,1.602680,0.278821,1.795911,2.119410,,6734.000000,202.000000,,9.226220,,2,4,1,1,4,4,4,2019-08-26T21:36:51+00:00,2019-10-18 21:45:56.017394+00:00
spoc,319259194,1220.01,PC,71.650602,-78.561623,9.511000,0.021000,1439.583356,0.002363,70.364635,0.001140,1.826634,0.672689,939.746503,106.525730,"13, 12, 11, 9, 8, 5",Period could 2x or 4x; possibly stellar variability,3.986790,0.403476,1,1.873100,0.340910,5.888996,5.648410,,6308.000000,196.000000,,9.409242,,3,4,3,3,4,4,4,2019-08-26T21:37:00+00:00,2019-10-18 21:46:34.716339+00:00
spoc,349095149,1221.01,PC,107.921021,-65.509018,10.024000,0.018000,1404.182226,0.010375,91.679992,0.005556,9.868785,0.648480,760.043921,52.258823,"13, 12, 11, 10, 9, 8, 7, 5, 6, 4, 3, 2, 1",,4.445210,0.305694,1,1.013040,0.143578,3.328978,0.500526,,5802.000000,190.000000,,14.591931,,2,4,1,1,4,4,4,2019-08-26T21:37:04+00:00,2019-10-18 21:46:45.414572+00:00
spoc,360156606,1227.01,PC,186.768030,-72.451790,13.757000,0.017000,1617.478270,0.004217,27.360955,0.006474,4.140315,0.458429,27234.283465,2642.382300,"12, 11",Likely a small star indicates a large candidate,4.438000,0.000000,1,1.000000,0.000000,16.516146,1.603317,,3050.000000,0.000000,,10.515995,,3,4,3,3,4,4,4,2019-08-26T21:37:09+00:00,2019-10-18 21:47:03.031011+00:00
spoc,364393429,1207.01,PC,116.596200,-64.056725,9.217000,0.018000,1325.540639,0.002656,2.628229,0.000046,2.237649,0.227655,79.446875,10.197305,"13, 12, 11, 10, 9, 8, 7, 5, 6, 4, 3, 2, 1",,4.378090,0.287013,1,1.187850,0.137572,1.086224,1.018974,,6282.000000,196.000000,,8.287909,,2,4,1,1,4,4,4,2019-08-26T21:37:09+00:00,2019-10-18 21:47:03.422472+00:00
spoc,374997123,1222.01,PC,99.224699,-63.079361,10.267000,0.018000,1329.473527,0.004234,10.194273,0.000238,2.413105,0.649455,238.743408,33.090782,"13, 12, 11, 10, 9, 7, 5, 6, 4, 3, 2, 1",,4.332870,0.305263,1,1.205140,0.164472,1.929519,2.378405,,6082.000000,193.000000,,7.730200,,2,4,1,1,4,4,4,2019-08-26T21:37:11+00:00,2019-10-18 21:47:05.629790+00:00
spoc,382437043,1223.01,PC,117.215119,-63.720261,9.301000,0.018000,1337.760956,0.003490,14.642188,0.000255,2.001624,0.505255,237.332481,29.745844,"13, 12, 11, 10, 9, 8, 7, 5, 6, 4, 3, 2, 1",,3.993660,0.364731,1,1.930940,0.289362,3.106536,2.962849,,6516.000000,199.000000,,7.840054,,2,4,1,1,4,4,4,2019-08-26T21:37:13+00:00,2019-10-18 21:47:21.144323+00:00
qlp,295541511,1117.01,PC,273.602226,-66.419808,10.405000,0.006000,1656.132520,0.005290,2.226700,0.000750,2.014000,0.381000,653.720000,2.639600,13,Likely SV,4.430000,0.080000,1,1.080000,0.070000,3.037380,0.269359,,5518.000000,171.700000,,10.000000,,2,4,1,1,4,4,4,2019-08-15T15:39:15+00:00,2019-10-17 00:41:44.143692+00:00
qlp,89643259,1193.01,PC,301.410842,33.049228,10.481000,0.006000,1684.204750,0.002550,2.222230,0.000430,2.381000,0.210000,3034.800000,1465.480000,14,,,,1,3.680000,0.140000,22.294800,15.517400,,7166.800000,140.000000,,22.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:43.602382+00:00
qlp,24364065,1195.01,PC,291.120506,33.273713,10.472000,0.011000,1686.846960,0.005880,4.051350,0.002380,2.400000,0.421000,1132.230000,4.065260,14,,,,1,3.850000,0.120000,14.235900,0.960524,,4974.400000,77.400000,,10.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:47.022023+00:00
qlp,69068526,1196.01,PC,291.707692,17.808739,10.432000,0.008000,1689.031210,0.001800,5.541320,0.000970,3.291000,0.185000,4933.740000,1458.140000,14,,3.960000,0.090000,1,2.060000,0.100000,15.911500,8.687960,,6689.000000,154.100000,,28.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:40.105901+00:00
qlp,92677094,1197.01,PC,293.268281,15.736138,10.425000,0.006000,1684.086530,0.002320,4.594630,0.000850,4.604000,0.326000,3851.700000,1.745190,14,,4.040000,0.080000,1,2.140000,0.390000,14.603300,2.696950,,6138.000000,589.400000,,18.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:43.616942+00:00
qlp,203189770,1198.01,KP,304.800021,32.581045,10.422000,0.006000,1686.841940,0.000580,3.613260,0.000150,4.045000,0.068000,10454.000000,0.802026,14,KELT 21b,4.280000,0.080000,1,,,,,,8161.700000,403.000000,,136.000000,,5,5,5,5,5,5,5,2019-09-03T15:31:11+00:00,2019-10-17 00:41:41.815697+00:00
qlp,99869022,1199.01,PC,166.880694,61.352716,10.422000,0.006000,1686.250520,0.001080,3.671660,0.000320,2.164000,0.264000,3989.310000,3.813910,14,,4.060000,0.080000,1,1.560000,0.050000,10.853000,0.470178,,5557.500000,84.500000,,45.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:40.097447+00:00
qlp,288185138,1200.01,PC,222.842564,82.952137,10.402000,0.006000,1683.825370,0.000940,0.835150,0.000050,1.069000,0.161000,1803.600000,28.570200,14,Possible EB; v-shaped; odd-even transit difference,4.310000,0.080000,1,1.300000,0.040000,6.059170,0.788444,,5868.000000,95.600000,,39.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:44.136564+00:00
qlp,302518439,1169.01,PC,134.120051,72.533363,10.379000,0.018000,1687.123000,0.000550,6.707420,0.000280,2.195000,0.064000,10654.500000,597.600000,14,,,,1,1.240000,0.160000,14.049900,3.784540,,6134.300000,420.600000,,116.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:46.016400+00:00
qlp,101929303,1171.01,PC,299.273844,35.988356,10.307000,0.011000,1684.234140,0.003720,11.186440,0.004600,3.227000,0.448000,4181.940000,2237.730000,14,Could be on neighbor,4.060000,0.080000,1,2.100000,0.110000,14.918300,10.942000,,7266.000000,195.800000,,17.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:40.114283+00:00
qlp,1717732429,1172.01,PC,282.474534,55.266426,10.302000,0.007000,1687.796320,0.002990,7.856940,0.002230,5.935000,0.766000,19580.400000,22.792600,14,TFOP FP,,,1,,,,,,,,,37.000000,,5,5,5,5,5,5,5,2019-08-27T16:09:24+00:00,2019-10-22 18:03:00.923250+00:00
qlp,30329585,1175.01,PC,289.238737,31.323769,10.203000,0.006000,1687.318370,0.003990,7.503900,0.001920,3.002000,0.254000,2079.370000,3.091550,14,,4.310000,0.080000,1,1.300000,0.100000,6.504490,0.565107,,6048.100000,240.600000,,17.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:40.122695+00:00
qlp,169177766,1177.01,PC,297.300030,41.326840,10.162000,0.006000,1684.338120,0.007850,1.691270,0.001100,3.206000,0.526000,718.149000,1.665190,14,Could be on neighbor,4.210000,,1,,,,,,9121.500000,227.100000,,13.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:11+00:00,2019-10-17 00:41:43.624489+00:00
qlp,83210867,1185.01,PC,297.459330,34.829618,9.940000,0.006000,1684.474510,0.003900,1.195730,0.000330,1.569000,0.273000,736.556000,2.763200,14,Could be on neighbor,4.000000,0.080000,1,1.840000,0.060000,5.506230,0.386103,,5735.500000,98.100000,,12.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:43.633073+00:00
qlp,289539327,1186.01,PC,251.633706,65.714901,9.924000,0.006000,1692.421220,0.000890,11.208880,0.000640,7.876000,0.069000,8419.450000,0.614661,14,Large planet candidate,3.890000,0.080000,1,1.960000,0.210000,19.772800,2.111460,,6115.700000,343.600000,,106.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:25+00:00,2019-10-17 00:41:47.008785+00:00
qlp,372757221,1187.01,PC,162.893235,81.322213,9.900000,0.006000,1686.129980,0.002940,2.593520,0.000520,0.935000,0.186000,939.014000,4.220210,14,,4.260000,0.090000,1,1.390000,0.060000,4.686290,0.365360,,6378.900000,127.500000,,13.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:25+00:00,2019-10-17 00:41:40.130671+00:00
qlp,15247229,1188.01,PC,306.730820,38.932260,9.887000,0.006000,1687.192530,0.001660,8.511200,0.001380,3.486000,0.185000,4172.760000,1626.120000,14,Could be on neighbor,4.350000,0.080000,1,,,,,,8156.000000,169.300000,,47.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:44.052229+00:00
qlp,112026224,1189.01,PC,292.223327,24.201440,9.874000,0.006000,1687.210760,0.002940,3.967650,0.001100,0.938000,0.242000,1711.660000,19.132600,14,,,,1,2.170000,0.370000,9.885250,1.992900,,5286.900000,447.000000,,9.000000,,3,4,3,3,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:40.138790+00:00
qlp,237185205,1191.01,PC,283.526690,37.720024,9.783000,0.009000,1686.195880,0.004970,5.255540,0.002160,3.107000,0.469000,957.417000,1.655600,14,Likely 3 x period,3.910000,0.080000,1,2.270000,0.060000,7.728980,0.387160,,6586.800000,92.600000,,11.000000,,3,4,3,3,4,4,4,2019-08-27T16:09:24+00:00,2019-10-17 00:41:46.032807+00:00
qlp,138361973,1166.01,PC,293.764996,37.538931,9.760000,0.006000,1684.933720,0.005960,1.883270,0.000720,2.472000,0.285000,846.992000,1.571820,14,,4.390000,0.080000,1,1.180000,0.030000,3.790160,0.187917,,5900.400000,71.900000,,12.000000,,2,4,1,1,4,4,4,2019-09-03T15:31:12+00:00,2019-10-17 00:41:43.641227+00:00
